AREA,PERIMETER,COUNT,GBCITY,GBPROV,GBCNTY,ENAME,A101001,A101002,A101003,A101004,A101005,A101006,A101007,A101008,A101009,A101010,A101011,A101012,A101013,A101014,A101015,A101016,A102001,A102002,A102003,A102004,A102005,A102006,A102007,A102008,A102009,A102010,A102011,A102012,A102013,A102014,A102015,A102016,A102017,A102018,A103001,A103002,A103003,A103004,A103005,A103006,A103007,A103008,A103009,A103010,A103011,A103012,A103013,A103014,A103015,A103016,A103017,A103018,A104001,A104002,A104003,A104004,A104005,A104006,A104007,A104008,A104009,A104010,A104011,A104012,A104013,A104014,A104015,A105001,A105002,A105003,A105004,A105005,A105006,A105007,A105008,A105009,A105010,A105011,A105012,A106001,A106002,A106003,A106004,A106005,A106006,A106007,A106008,A106009,A106010,A106011,A106012,A106013,A106014,A106015,A106016,A106017,A106018,A106019,A106020,A106021,A106022,A106023,A106024,A106025,A106026,A106027,A106028,A106029,A106030,A106031,A106032,A106033,A106034,A106035,A106036,A106037,A106038,A106039,A106040,A106041,A106042,A106043,A106044,A106045,A106046,A106047,A106048,A106049,A106050,A106051,A106052,A106053,A106054,A106055,A106056,A106057,A106058,A106059,A106060,A106061,A106062,A106063,A106064,A106065,A106066,A106067,A106068,A106069,A106070,A106071,A106072,A106073,A106074,A106075,A106076,A106077,A106078,A106079,A106080,A106081,A106082,A106083,A106084,A106085,A106086,A106087,A106088,A106089,A106090,A106091,A106092,A106093,A106094,A106095,A106096,A106097,A106098,A106099,A106100,A106101,A106102,A106103,A106104,A106105,A106106,A106107,A106108,A106109,A106110,A106111,A106112,A106113,A106114,A106115,A106116,A106117,A106118,A106119,A106120,A106121,A106122,A106123,A106124,A106125,A106126,A106127,A106128,A106129,A106130,A106131,A106132,A106133,A106134,A106135,A106136,A106137,A106138,A106139,A106140,A106141,A106142,A106143,A106144,A106145,A106146,A106147,A106148,A106149,A106150,A106151,A106152,A106153,A106154,A106155,A106156,A106157,A106158,A106159,A106160,A106161,A106162,A106163,A106164,A106165,A106166,A106167,A106168,testcount,testsum,testmean
0.004,0.269,1,4405,44,440509,Shengping Qu,76221,72711,3510,290768,148086,142682,103.79,271087,134458,136629,98.41,19681,13628,6053,225.14,3.73,290768,148086,142682,202992,102837,100155,77019,38893,38126,2347,1319,1028,8349,5001,3348,61,36,25,229711,117158,112553,202992,102837,100155,18309,9284,9025,8349,5001,3348,61,36,25,7.97,7.92,8.02,79366,40212,39154,204,99,105,46775,23074,23701,17808,8775,9033,14579,8264,6315,282358,143049,139309,83381,45268,38113,198977,97781,101196,70.47,68.35,72.64,290768,148086,142682,289982,147583,142399,17,6,11,29,16,13,2,0,2,2,0,2,242,175,67,4,1,3,142,76,66,15,12,3,2,2,0,33,18,15,51,33,18,23,10,13,9,6,3,157,117,40,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,25,11,14,4,3,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1720,29.65517241
0.007,0.407,1,4405,44,440510,Hepu Qu,15674,15257,417,79023,39516,39507,100.02,77319,38286,39033,98.09,1704,1230,474,259.49,5.07,79023,39516,39507,73638,37166,36472,1611,586,1025,19,9,10,3754,1755,1999,1,0,1,80799,40924,39875,73638,37166,36472,3406,2003,1403,3754,1755,1999,1,0,1,4.22,4.89,3.52,1630,595,1035,53,17,36,388,155,233,512,156,356,677,267,410,75268,37761,37507,72996,36222,36774,2272,1539,733,3.02,4.08,1.95,79023,39516,39507,78998,39503,39495,0,0,0,0,0,0,2,1,1,0,0,0,12,9,3,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1857,19.1443299
0.01,0.595,10,4405,44,440523,Nan'ao Xian,18304,18144,160,70352,35650,34702,102.73,69441,34997,34444,101.61,911,653,258,253.1,3.83,70352,35650,34702,66381,33585,32796,3080,1656,1424,224,114,110,666,294,372,1,1,0,70429,35560,34869,66381,33585,32796,3381,1680,1701,666,294,372,1,1,0,4.8,4.72,4.88,3304,1770,1534,1096,539,557,11,5,6,646,385,261,1551,841,710,69685,35355,34330,45920,22763,23157,23765,12592,11173,34.1,35.62,32.55,70352,35650,34702,70269,35592,34677,0,0,0,2,0,2,0,0,0,0,0,0,46,34,12,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,838,5.477124183
0.11,1.97,1,4405,44,440582,Chaoyang Shi,466634,457612,9022,2470812,1256428,1214384,103.46,2410522,1214486,1196036,101.54,60290,41942,18348,228.59,5.27,2470812,1256428,1214384,2356905,1205642,1151263,48621,18316,30305,12717,6812,5905,52526,25637,26889,43,21,22,2447570,1250574,1196996,2356905,1205642,1151263,38096,19274,18822,52526,25637,26889,43,21,22,1.56,1.54,1.57,61338,25128,36210,22383,7175,15208,1826,511,1315,4632,1242,3390,32497,16200,16297,2418243,1230770,1187473,2058493,1037850,1020643,359750,192920,166830,14.88,15.67,14.05,2470812,1256428,1214384,2469416,1256006,1213410,9,5,4,13,9,4,23,5,18,3,1,2,220,108,112,6,4,2,841,200,641,23,3,20,4,1,3,5,0,5,34,14,20,50,12,38,4,2,2,84,42,42,0,0,0,0,0,0,4,2,2,53,10,43,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,22239,14.05752212
0.037,1.02,1,4405,44,440583,Chenghai Shi,192976,186050,6926,860003,428157,431846,99.15,813453,403984,409469,98.66,46550,24173,22377,108.03,4.37,860003,428157,431846,763934,380481,383453,78241,39184,39057,8788,4668,4120,8964,3780,5184,76,44,32,785928,390230,395698,763934,380481,383453,12954,5925,7029,8964,3780,5184,76,44,32,1.65,1.52,1.78,87029,43852,43177,34004,17131,16873,590,310,280,5534,2777,2757,46901,23634,23267,850963,424333,426630,694961,345253,349708,156002,79080,76922,18.33,18.64,18.03,860003,428157,431846,859074,427728,431346,49,26,23,15,7,8,3,2,1,3,0,3,113,68,45,15,5,10,163,51,112,96,52,44,1,1,0,10,4,6,73,43,30,89,24,65,8,6,2,186,107,79,3,0,3,0,0,0,1,0,1,33,10,23,0,0,0,0,0,0,42,12,30,9,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,15488,29.72744722
0.002,0.175,1,4406,44,440602,Cheng Qu,97371,89791,7580,296706,146982,149724,98.17,262928,129040,133888,96.38,33778,17942,15836,113.3,2.93,296706,146982,149724,208345,103538,104807,77501,37775,39726,8434,4545,3889,1878,869,1009,548,255,293,242584,120206,122378,208345,103538,104807,31813,15544,16269,1878,869,1009,548,255,293,13.11,12.93,13.29,85935,42320,43615,116,61,55,24362,11589,12773,41016,19479,21537,20441,11191,9250,294280,145858,148422,51763,25957,25806,242517,119901,122616,82.41,82.2,82.61,296706,146982,149724,294562,145840,148722,35,19,16,88,39,49,49,21,28,0,0,0,91,54,37,6,2,4,1121,597,524,13,5,8,20,11,9,119,55,64,52,32,20,265,142,123,13,7,6,182,112,70,2,1,1,0,0,0,0,0,0,16,10,6,1,0,1,0,0,0,34,16,18,0,0,0,0,0,0,4,0,4,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,4,1,0,1,0,0,0,1,1,0,7,5,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,1618,62.23076923
0.007,0.407,1,4406,44,440603,Shiwan Qu,132253,90987,41266,471950,251991,219959,114.56,274327,140131,134196,104.42,197623,111860,85763,130.43,3.02,471950,251991,219959,153726,77338,76388,273385,149527,123858,42201,23845,18356,2539,1223,1316,99,58,41,164893,82831,82062,153726,77338,76388,8529,4212,4317,2539,1223,1316,99,58,41,5.17,5.09,5.26,315586,173372,142214,285,144,141,44798,22763,22035,140452,76830,63622,130051,73635,56416,469312,250710,218602,300102,163717,136385,169210,86993,82217,36.05,34.7,37.61,471950,251991,219959,463480,247513,215967,54,31,23,91,61,30,19,7,12,5,4,1,737,407,330,23,13,10,5019,2611,2408,97,67,30,20,9,11,95,55,40,271,182,89,619,299,320,29,18,11,1141,578,563,4,0,4,0,0,0,2,0,2,38,21,17,0,0,0,1,1,0,68,41,27,0,0,0,1,0,1,6,1,5,0,0,0,2,2,0,4,4,0,0,0,0,48,28,20,0,0,0,28,10,18,1,0,1,0,0,0,0,0,0,11,5,6,31,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,6056,60.56
0.072,1.293,1,4406,44,440681,Shunde Shi,450330,357689,92641,1694152,893580,800572,111.62,1246076,622643,623433,99.87,448076,270937,177139,152.95,3.48,1694152,893580,800572,1006320,497725,508595,592243,337256,254987,84955,52740,32215,9874,5611,4263,760,248,512,1053993,523143,530850,1006320,497725,508595,37039,19559,17480,9874,5611,4263,760,248,512,3.51,3.74,3.29,677198,389996,287202,34419,17046,17373,1719,924,795,132374,75209,57165,508686,296817,211869,1683518,887721,795797,1293926,685341,608585,389592,202380,187212,23.14,22.8,23.53,1694152,893580,800572,1661262,874223,787039,477,194,283,313,188,125,196,96,100,68,44,24,2444,1579,865,201,89,112,18759,10902,7857,1796,1038,758,183,105,78,223,107,116,797,499,298,2431,1376,1055,387,242,145,3700,2348,1352,10,3,7,0,0,0,14,7,7,87,39,48,0,0,0,7,4,3,200,126,74,1,0,1,2,0,2,23,13,10,0,0,0,0,0,0,5,4,1,1,1,0,117,83,34,3,3,0,126,66,60,7,5,2,4,2,2,3,0,3,50,26,24,59,36,23,2,2,0,0,0,0,0,0,0,3,2,1,3,1,2,2,1,1,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1038,51281,49.40366089
0.1,2.237,1,4406,44,440682,Nanhai Shi,604340,430715,173625,2133741,1111731,1022010,108.78,1351234,680093,671141,101.33,782507,431638,350869,123.02,3.14,2133741,1111731,1022010,991002,488547,502455,1046881,569085,477796,85215,48807,36408,10463,5190,5273,180,102,78,1048842,518504,530338,991002,488547,502455,47197,24665,22532,10463,5190,5273,180,102,78,4.5,4.76,4.25,1132096,617892,514204,36219,18780,17439,2588,1623,965,313402,173171,140231,779887,424318,355569,2123098,1106439,1016659,1734062,900916,833146,389036,205523,183513,18.32,18.58,18.05,2133741,1111731,1022010,2049114,1066170,982944,662,251,411,448,242,206,195,93,102,101,52,49,7839,4429,3410,295,166,129,50007,26415,23592,737,381,356,175,101,74,287,152,135,4216,2305,1911,4778,2422,2356,328,170,158,12888,7459,5429,21,14,7,2,1,1,12,3,9,167,97,70,1,0,1,10,4,6,236,135,101,3,0,3,4,2,2,136,95,41,0,0,0,1,0,1,1,0,1,0,0,0,248,139,109,0,0,0,235,115,120,16,4,12,1,0,1,1,1,0,175,78,97,240,133,107,8,5,3,1,0,1,0,0,0,7,5,2,1,1,0,1,1,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1443,65546,45.42342342
0.079,1.887,1,4406,44,440683,Sanshui Shi,131628,113087,18541,440119,230835,209284,110.3,360738,179829,180909,99.4,79381,51006,28375,179.76,3.19,440119,230835,209284,324781,167012,157769,102802,56189,46613,9628,6234,3394,2853,1377,1476,55,23,32,354450,182202,172248,324781,167012,157769,26761,13790,12971,2853,1377,1476,55,23,32,7.55,7.57,7.53,112430,62423,50007,19628,9773,9855,535,334,201,27349,15461,11888,64918,36855,28063,437211,229435,207776,282633,144172,138461,154578,85263,69315,35.36,37.16,33.36,440119,230835,209284,424151,222361,201790,106,43,63,100,51,49,31,13,18,21,12,9,1478,838,640,416,223,193,4616,2518,2098,128,82,46,33,17,16,65,34,31,1886,925,961,473,268,205,106,67,39,6201,3215,2986,1,0,1,1,1,0,3,1,2,61,33,28,0,0,0,2,2,0,9,8,1,0,0,0,2,0,2,8,7,1,0,0,0,0,0,0,3,2,1,0,0,0,43,24,19,1,1,0,14,8,6,0,0,0,0,0,0,0,0,0,23,12,11,106,60,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,16662,14.71908127
0.083,1.854,1,4406,44,440684,Gaoming Shi,86621,79421,7200,301041,159746,141295,113.06,256661,129652,127009,102.08,44380,30094,14286,210.65,3.23,301041,159746,141295,217654,116037,101617,73629,38310,35319,5989,3552,2437,3727,1827,1900,42,20,22,247784,130443,117341,217654,116037,101617,26361,12559,13802,3727,1827,1900,42,20,22,10.64,9.63,11.76,79618,41862,37756,31375,15214,16161,281,162,119,11117,6090,5027,36845,20396,16449,297272,157899,139373,177358,88671,88687,119914,69228,50686,40.34,43.84,36.37,301041,159746,141295,296564,156750,139814,41,24,17,47,27,20,32,15,17,3,2,1,425,293,132,35,29,6,2254,1453,801,99,58,41,11,8,3,55,28,27,395,299,96,222,146,76,59,27,32,697,522,175,3,2,1,0,0,0,1,0,1,15,8,7,2,1,1,1,1,0,14,8,6,0,0,0,0,0,0,14,6,8,0,0,0,1,0,1,0,0,0,0,0,0,16,13,3,0,0,0,10,6,4,1,1,0,0,0,0,1,0,1,1,0,1,15,14,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1188,10669,8.980639731
0.003,0.245,1,4407,44,440703,Pengjiang Qu,104326,94327,9999,347293,176217,171076,103.01,292386,144610,147776,97.86,54907,31607,23300,135.65,3.1,347293,176217,171076,223731,112272,111459,107064,54502,52562,12050,7123,4927,4223,2222,2001,225,98,127,266712,133820,132892,223731,112272,111459,38533,19228,19305,4223,2222,2001,225,98,127,14.45,14.37,14.53,119114,61625,57489,1032,461,571,31458,15453,16005,39318,19668,19650,47306,26043,21263,342845,173897,168948,89173,46170,43003,253672,127727,125945,73.99,73.45,74.55,347293,176217,171076,342673,173661,169012,136,55,81,87,41,46,38,20,18,33,17,16,418,265,153,57,21,36,2334,1292,1042,71,39,32,40,24,16,60,30,30,79,43,36,441,203,238,8,4,4,625,408,217,2,1,1,0,0,0,0,0,0,25,10,15,0,0,0,4,4,0,19,12,7,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,77,35,42,2,0,2,21,11,10,2,1,1,0,0,0,3,1,2,4,0,4,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2041,48.5952381
0.008,0.389,1,4407,44,440704,Jianghai Qu,48374,44031,4343,189024,95476,93548,102.06,160172,79714,80458,99.08,28852,15762,13090,120.41,3.64,189024,95476,93548,130227,64379,65848,53249,27924,25325,4433,2633,1800,1038,504,534,77,36,41,137489,68037,69452,130227,64379,65848,6147,3118,3029,1038,504,534,77,36,41,4.47,4.58,4.36,57682,30557,27125,416,232,184,14746,7420,7326,15354,8034,7320,27166,14871,12295,187909,94936,92973,112368,56341,56027,75541,38595,36946,40.2,40.65,39.74,189024,95476,93548,185279,93413,91866,62,32,30,32,18,14,36,22,14,9,5,4,260,162,98,36,14,22,1995,1099,896,90,53,37,37,21,16,8,4,4,120,67,53,513,255,258,9,4,5,412,238,174,1,1,0,0,0,0,0,0,0,10,1,9,0,0,0,4,1,3,9,6,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,1,0,1,0,0,0,28,15,13,0,0,0,49,29,20,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,6164,50.52459016
0.234,3.975,15,4407,44,440781,Taishan Shi,271931,266485,5446,948716,478773,469943,101.88,911211,456993,454218,100.61,37505,21780,15725,138.51,3.42,948716,478773,469943,857810,435344,422466,83339,40015,43324,5231,2333,2898,1944,846,1098,392,235,157,953267,484686,468581,857810,435344,422466,93121,48261,44860,1944,846,1098,392,235,157,9.77,9.96,9.57,88570,42348,46222,34084,16053,18031,621,320,301,11117,5604,5513,42748,20371,22377,946380,477692,468688,733929,364428,369501,212451,113264,99187,22.45,23.71,21.16,948716,478773,469943,939923,475632,464291,281,87,194,90,46,44,97,32,65,32,15,17,333,148,185,98,38,60,6338,2036,4302,64,27,37,77,35,42,88,43,45,102,45,57,792,411,381,5,4,1,229,110,119,0,0,0,0,0,0,0,0,0,21,3,18,0,0,0,11,5,6,5,5,0,5,1,4,0,0,0,5,3,2,2,0,2,0,0,0,0,0,0,0,0,0,15,10,5,0,0,0,52,20,32,0,0,0,0,0,0,0,0,0,7,3,4,2,0,2,0,0,0,0,0,0,0,0,0,5,3,2,1,0,1,0,0,0,0,0,0,17,2,15,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3902,20312,5.205535623
0.145,2.496,1,4407,44,440782,Xinhui Shi,261054,246842,14212,932425,467557,464868,100.58,839155,414322,424833,97.53,93270,53235,40035,132.97,3.4,932425,467557,464868,773143,382439,390704,136251,73502,62749,16764,8746,8018,6038,2784,3254,229,86,143,819859,406721,413138,773143,382439,390704,40449,21412,19037,6038,2784,3254,229,86,143,4.93,5.26,4.61,153015,82248,70767,32172,15761,16411,2986,1579,1407,22098,12377,9721,95759,52531,43228,926158,464687,461471,680703,334506,346197,245455,130181,115274,26.5,28.01,24.98,932425,467557,464868,917737,459632,458105,331,99,232,93,40,53,91,51,40,35,13,22,1303,765,538,102,50,52,7255,3854,3401,163,90,73,131,76,55,30,20,10,218,139,79,3111,1659,1452,31,18,13,1307,776,531,10,6,4,0,0,0,8,4,4,30,9,21,0,0,0,10,5,5,17,12,5,3,1,2,1,1,0,13,6,7,0,0,0,5,5,0,3,2,1,2,2,0,162,91,71,0,0,0,164,97,67,0,0,0,2,2,0,5,2,3,12,8,4,26,18,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2087,32405,15.52707235
0.145,2.945,1,4407,44,440783,Kaiping Shi,184819,178032,6787,668692,326560,342132,95.45,625856,304055,321801,94.49,42836,22505,20331,110.69,3.52,668692,326560,342132,538019,264488,273531,111350,53179,58171,2443,1374,1069,16800,7481,9319,80,38,42,628382,312755,315627,538019,264488,273531,73483,40748,32735,16800,7481,9319,80,38,42,11.69,13.03,10.37,113793,54553,59240,51739,24352,27387,1373,691,682,23322,11362,11960,37359,18148,19211,651812,319041,332771,479697,229648,250049,172115,89393,82722,26.41,28.02,24.86,668692,326560,342132,660418,322698,337720,196,74,122,65,30,35,43,19,24,17,7,10,252,125,127,89,40,49,5837,2739,3098,95,44,51,49,22,27,17,8,9,260,164,96,559,250,309,0,0,0,536,224,312,0,0,0,0,0,0,0,0,0,66,24,42,0,0,0,1,0,1,8,7,1,0,0,0,1,0,1,42,29,13,1,1,0,0,0,0,0,0,0,0,0,0,26,12,14,0,0,0,71,28,43,6,4,2,0,0,0,1,1,0,14,7,7,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,7,0,7,0,0,0,0,0,0,0,0,0,2089,14212,6.803255146
0.094,2.144,1,4407,44,440784,Heshan Shi,107154,99868,7286,405779,202461,203318,99.58,342902,170380,172522,98.76,62877,32081,30796,104.17,3.43,405779,202461,203318,311759,158542,153217,87034,40706,46328,3322,1461,1861,3563,1716,1847,101,36,65,336252,170516,165736,311759,158542,153217,20829,10222,10607,3563,1716,1847,101,36,65,6.19,5.99,6.4,90356,42167,48189,21285,9625,11660,134,71,63,11122,5428,5694,57815,27043,30772,402115,200709,201406,289989,139693,150296,112126,61016,51110,27.88,30.4,25.38,405779,202461,203318,398016,198592,199424,80,29,51,57,35,22,39,17,22,14,5,9,965,448,517,94,39,55,4225,2171,2054,85,51,34,22,14,8,19,14,5,170,87,83,270,147,123,126,63,63,1384,644,740,8,4,4,1,1,0,6,3,3,16,8,8,0,0,0,2,2,0,6,4,2,0,0,0,3,2,1,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,124,59,65,0,0,0,15,6,9,2,2,0,0,0,0,0,0,0,1,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,12440,9.262844378
0.148,2.147,1,4407,44,440785,Enping Shi,119746,118080,1666,464898,240765,224133,107.42,454831,233725,221106,105.71,10067,7040,3027,232.57,3.85,464898,240765,224133,389010,201892,187118,59259,30353,28906,1198,628,570,14487,7258,7229,944,634,310,428948,223469,205479,389010,201892,187118,24507,13685,10822,14487,7258,7229,944,634,310,5.71,6.12,5.27,60457,30981,29476,26622,13568,13054,1021,523,498,19391,10235,9156,13423,6655,6768,449467,232873,216594,319032,163115,155917,130435,69758,60677,29.02,29.96,28.01,464898,240765,224133,460997,238980,222017,234,60,174,44,16,28,45,20,25,12,8,4,224,138,86,74,46,28,2808,1263,1545,29,14,15,24,11,13,10,4,6,38,18,20,245,134,111,2,1,1,39,22,17,2,1,1,0,0,0,1,1,0,16,3,13,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,10351,4.85734397
0.004,0.311,1,4408,44,440802,Chikan Qu,61374,57488,3886,225997,114581,111416,102.84,199158,100844,98314,102.57,26839,13737,13102,104.85,3.46,225997,114581,111416,153908,77982,75926,67077,34358,32719,1717,910,807,2949,1266,1683,346,65,281,173502,87365,86137,153908,77982,75926,16299,8052,8247,2949,1266,1683,346,65,281,9.39,9.22,9.57,68794,35268,33526,220,96,124,39981,19725,20256,21220,11095,10125,7373,4352,3021,222702,113250,109452,49815,25633,24182,172887,87617,85270,77.63,77.37,77.91,225997,114581,111416,224507,113634,110873,88,38,50,56,31,25,27,10,17,17,6,11,92,44,48,12,4,8,797,562,235,64,44,20,20,12,8,71,45,26,78,57,21,41,25,16,4,3,1,56,34,22,0,0,0,0,0,0,7,3,4,15,5,10,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,15,10,5,0,0,0,14,11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2541,40.98387097
0.004,0.288,1,4408,44,440803,Xiashan Qu,110422,105831,4591,383643,197349,186294,105.93,356720,181472,175248,103.55,26923,15877,11046,143.74,3.37,383643,197349,186294,267246,137240,130006,108795,55833,52962,2921,1534,1387,3866,1998,1868,815,744,71,295916,152161,143755,267246,137240,130006,23989,12179,11810,3866,1998,1868,815,744,71,8.11,8,8.22,111716,57367,54349,197,99,98,74238,37326,36912,24587,12828,11759,12694,7114,5580,378962,194607,184355,96800,49819,46981,282162,144788,137374,74.46,74.4,74.52,383643,197349,186294,381248,196023,185225,122,47,75,109,49,60,40,13,27,14,10,4,118,61,57,15,3,12,1326,804,522,127,75,52,27,11,16,151,68,83,52,28,24,50,23,27,22,11,11,127,80,47,5,2,3,0,0,0,5,2,3,23,12,11,1,1,0,2,1,1,4,4,0,3,1,2,1,0,1,9,5,4,1,1,0,3,1,2,0,0,0,0,0,0,6,3,3,3,1,2,18,7,11,1,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3444,56.45901639
